geoid,geoid20,year,denom_total_hh,med_hh_inc_adj,med_hh_inc
1400000US06037199400,6037199400,2023,1551,55573,55573
1400000US06037199700,6037199700,2023,1268,52577,52577
1400000US06037199801,6037199801,2023,927,68661,68661
1400000US06037199802,6037199802,2023,629,59219,59219
1400000US06037199900,6037199900,2023,902,41563,41563
1400000US06037201110,6037201110,2023,818,97664,97664
1400000US06037201120,6037201120,2023,1374,89944,89944
1400000US06037201200,6037201200,2023,772,93309,93309
1400000US06037201301,6037201301,2023,1118,94926,94926
1400000US06037201302,6037201302,2023,2062,118831,118831
1400000US06037201401,6037201401,2023,1398,55313,55313
1400000US06037201402,6037201402,2023,1458,78750,78750
1400000US06037201501,6037201501,2023,1684,90074,90074
1400000US06037201503,6037201503,2023,997,70778,70778
1400000US06037201504,6037201504,2023,622,104750,104750
1400000US06037201601,6037201601,2023,738,68594,68594
1400000US06037201602,6037201602,2023,789,90114,90114
1400000US06037201700,6037201700,2023,1588,78088,78088
1400000US06037203100,6037203100,2023,1306,58995,58995
1400000US06037203200,6037203200,2023,1319,58199,58199
1400000US06037203300,6037203300,2023,535,42066,42066
1400000US06037203500,6037203500,2023,998,54250,54250
1400000US06037203601,6037203601,2023,854,38798,38798
1400000US06037203602,6037203602,2023,571,74536,74536
1400000US06037203710,6037203710,2023,852,78333,78333
1400000US06037203720,6037203720,2023,1065,70833,70833
1400000US06037203800,6037203800,2023,1286,64792,64792
1400000US06037203900,6037203900,2023,707,78750,78750
1400000US06037204110,6037204110,2023,886,67813,67813
1400000US06037204120,6037204120,2023,726,86850,86850
1400000US06037204200,6037204200,2023,1104,46646,46646
1400000US06037204300,6037204300,2023,1402,55119,55119
1400000US06037204410,6037204410,2023,681,,
1400000US06037204420,6037204420,2023,997,56481,56481
1400000US06037204600,6037204600,2023,1153,52750,52750
1400000US06037204700,6037204700,2023,1295,75156,75156
1400000US06037204810,6037204810,2023,1404,56756,56756
1400000US06037204820,6037204820,2023,559,64336,64336
1400000US06037204910,6037204910,2023,968,49407,49407
1400000US06037204920,6037204920,2023,701,70500,70500
1400000US06037205110,6037205110,2023,895,52262,52262
1400000US06037205120,6037205120,2023,935,28516,28516
1400000US06037206010,6037206010,2023,1670,60703,60703
1400000US06037206020,6037206020,2023,249,148661,148661
1400000US06037206050,6037206050,2023,800,48491,48491
1400000US06037206051,6037206051,2023,1297,156250,156250
1400000US06037206052,6037206052,2023,2379,107208,107208
1400000US06037206053,6037206053,2023,1156,43795,43795
1400000US06037206054,6037206054,2023,675,43125,43125
1400000US06037206201,6037206201,2023,1405,53431,53431
1400000US06037206202,6037206202,2023,1226,22668,22668
1400000US06037206301,6037206301,2023,1362,13831,13831
1400000US06037206302,6037206302,2023,786,7000,7000
1400000US06037206303,6037206303,2023,614,11542,11542
1400000US06037207101,6037207101,2023,1955,71776,71776
1400000US06037207102,6037207102,2023,1624,60227,60227
1400000US06037207103,6037207103,2023,918,41944,41944
1400000US06037207303,6037207303,2023,2118,33158,33158
1400000US06037207304,6037207304,2023,1889,13735,13735
1400000US06037207305,6037207305,2023,970,64196,64196
1400000US06037207306,6037207306,2023,1885,48897,48897
1400000US06037207307,6037207307,2023,1312,,
1400000US06037207308,6037207308,2023,973,96098,96098
1400000US06037207400,6037207400,2023,881,85455,85455
1400000US06037207501,6037207501,2023,1648,125833,125833
1400000US06037207502,6037207502,2023,2851,20202,20202
1400000US06037207711,6037207711,2023,2568,141364,141364
1400000US06037207712,6037207712,2023,3732,87687,87687
1400000US06037207901,6037207901,2023,2840,71726,71726
1400000US06037207902,6037207902,2023,5388,106304,106304
1400000US06037208001,6037208001,2023,1319,90564,90564
1400000US06037208002,6037208002,2023,1353,68105,68105
1400000US06037208301,6037208301,2023,569,42548,42548
1400000US06037208302,6037208302,2023,1984,60660,60660
1400000US06037208401,6037208401,2023,1476,41620,41620
1400000US06037208402,6037208402,2023,912,78594,78594
1400000US06037208501,6037208501,2023,1002,85313,85313
1400000US06037208502,6037208502,2023,1549,49543,49543
1400000US06037208610,6037208610,2023,1556,75761,75761
1400000US06037208620,6037208620,2023,1745,61947,61947
1400000US06037208710,6037208710,2023,2252,63914,63914
1400000US06037208720,6037208720,2023,1632,34791,34791
1400000US06037208801,6037208801,2023,1428,40588,40588
1400000US06037208802,6037208802,2023,1522,34750,34750
1400000US06037208902,6037208902,2023,715,37759,37759
1400000US06037208903,6037208903,2023,1191,48308,48308
1400000US06037208904,6037208904,2023,1427,26640,26640
1400000US06037209103,6037209103,2023,1119,32550,32550
1400000US06037209104,6037209104,2023,1006,39000,39000
1400000US06037209105,6037209105,2023,1072,34092,34092
1400000US06037209106,6037209106,2023,1354,36411,36411
1400000US06037209201,6037209201,2023,2416,73599,73599
1400000US06037209202,6037209202,2023,612,38443,38443
1400000US06037209300,6037209300,2023,2487,35446,35446
1400000US06037209401,6037209401,2023,1637,32361,32361
1400000US06037209402,6037209402,2023,1323,47783,47783
1400000US06037209403,6037209403,2023,1571,31806,31806
1400000US06037209510,6037209510,2023,997,42639,42639
1400000US06037209520,6037209520,2023,988,43266,43266
1400000US06037209810,6037209810,2023,774,40574,40574
1400000US06037209820,6037209820,2023,867,54722,54722
1400000US06037210010,6037210010,2023,1248,25293,25293
1400000US06037211000,6037211000,2023,2453,184034,184034
1400000US06037211121,6037211121,2023,1103,70167,70167
1400000US06037211122,6037211122,2023,1429,48830,48830
1400000US06037211123,6037211123,2023,1265,80568,80568
1400000US06037211124,6037211124,2023,2351,65000,65000
1400000US06037211201,6037211201,2023,1128,62237,62237
1400000US06037211202,6037211202,2023,1106,51627,51627
1400000US06037211310,6037211310,2023,1632,46966,46966
1400000US06037211320,6037211320,2023,1337,50000,50000
1400000US06037211410,6037211410,2023,1299,48952,48952
1400000US06037211420,6037211420,2023,1377,58835,58835
1400000US06037211500,6037211500,2023,1996,89688,89688
1400000US06037211701,6037211701,2023,1345,91196,91196
1400000US06037211703,6037211703,2023,2284,59840,59840
1400000US06037211704,6037211704,2023,1869,54931,54931
1400000US06037211802,6037211802,2023,2416,50995,50995
1400000US06037211803,6037211803,2023,1849,52370,52370
1400000US06037211804,6037211804,2023,1466,49242,49242
1400000US06037211910,6037211910,2023,2172,51895,51895
1400000US06037211921,6037211921,2023,1019,42071,42071
1400000US06037211922,6037211922,2023,1447,51803,51803
1400000US06037212101,6037212101,2023,1779,53208,53208
1400000US06037212102,6037212102,2023,1462,36830,36830
1400000US06037212202,6037212202,2023,1432,56719,56719
1400000US06037212203,6037212203,2023,1750,37869,37869
1400000US06037212204,6037212204,2023,1658,44083,44083
1400000US06037212303,6037212303,2023,1872,36758,36758
1400000US06037212304,6037212304,2023,976,47500,47500
1400000US06037212305,6037212305,2023,1104,49400,49400
1400000US06037212306,6037212306,2023,1271,53158,53158
1400000US06037212410,6037212410,2023,1905,51265,51265
1400000US06037212420,6037212420,2023,1248,55106,55106
1400000US06037212501,6037212501,2023,1006,55625,55625
1400000US06037212502,6037212502,2023,1850,63500,63500
1400000US06037212610,6037212610,2023,2153,70495,70495
1400000US06037212620,6037212620,2023,1909,43862,43862
1400000US06037212701,6037212701,2023,880,78370,78370
1400000US06037212702,6037212702,2023,1534,97619,97619
1400000US06037212800,6037212800,2023,1546,83125,83125
1400000US06037212900,6037212900,2023,1522,65577,65577
1400000US06037213100,6037213100,2023,1118,57783,57783
1400000US06037213201,6037213201,2023,2102,41987,41987
1400000US06037213202,6037213202,2023,1328,65956,65956
1400000US06037213310,6037213310,2023,1148,64405,64405
1400000US06037213320,6037213320,2023,1138,37120,37120
1400000US06037213401,6037213401,2023,1802,51875,51875
1400000US06037213402,6037213402,2023,1911,50139,50139
1400000US06037214000,6037214000,2023,1345,134167,134167
1400000US06037214100,6037214100,2023,1868,157188,157188
1400000US06037214400,6037214400,2023,1997,100792,100792
1400000US06037214501,6037214501,2023,1876,111875,111875
1400000US06037214503,6037214503,2023,1640,92431,92431
1400000US06037214504,6037214504,2023,1872,104435,104435
1400000US06037214505,6037214505,2023,995,85147,85147
1400000US06037214600,6037214600,2023,1457,118477,118477
1400000US06037214700,6037214700,2023,1375,120462,120462
1400000US06037214800,6037214800,2023,1688,94229,94229
1400000US06037214902,6037214902,2023,1943,117614,117614
1400000US06037214903,6037214903,2023,1312,62583,62583
1400000US06037214904,6037214904,2023,1021,121439,121439
1400000US06037215101,6037215101,2023,2064,87731,87731
1400000US06037215102,6037215102,2023,2328,102191,102191
1400000US06037216100,6037216100,2023,1104,157917,157917
1400000US06037216201,6037216201,2023,1516,112798,112798
1400000US06037216202,6037216202,2023,1632,81875,81875
1400000US06037216301,6037216301,2023,702,97282,97282
1400000US06037216302,6037216302,2023,1985,96477,96477
1400000US06037216401,6037216401,2023,2172,93229,93229
1400000US06037216402,6037216402,2023,1356,99213,99213
1400000US06037216700,6037216700,2023,1732,111645,111645
1400000US06037216800,6037216800,2023,1678,128059,128059
1400000US06037216901,6037216901,2023,1428,106579,106579
1400000US06037216902,6037216902,2023,1294,82986,82986
1400000US06037217001,6037217001,2023,1152,126250,126250
1400000US06037217002,6037217002,2023,2332,104095,104095
1400000US06037217101,6037217101,2023,1041,126250,126250
1400000US06037217102,6037217102,2023,1357,106587,106587
1400000US06037217200,6037217200,2023,1880,79338,79338
1400000US06037218110,6037218110,2023,1348,48264,48264
1400000US06037218120,6037218120,2023,1502,46586,46586
1400000US06037218210,6037218210,2023,1311,58326,58326
1400000US06037218220,6037218220,2023,1628,71964,71964
1400000US06037218300,6037218300,2023,2281,64234,64234
1400000US06037218400,6037218400,2023,1526,98281,98281
1400000US06037218500,6037218500,2023,1045,76481,76481
1400000US06037218600,6037218600,2023,1189,77554,77554
1400000US06037218701,6037218701,2023,897,57705,57705
1400000US06037218702,6037218702,2023,929,61856,61856
1400000US06037218800,6037218800,2023,988,52667,52667
1400000US06037218900,6037218900,2023,2260,62128,62128
1400000US06037219010,6037219010,2023,1042,91518,91518
1400000US06037219020,6037219020,2023,1454,64180,64180
1400000US06037219300,6037219300,2023,1515,62188,62188
1400000US06037219500,6037219500,2023,881,105625,105625
1400000US06037219700,6037219700,2023,1419,72685,72685
1400000US06037219800,6037219800,2023,1078,69536,69536
1400000US06037219901,6037219901,2023,1699,68544,68544
1400000US06037219902,6037219902,2023,1704,104890,104890
1400000US06037220000,6037220000,2023,2339,53500,53500
1400000US06037220100,6037220100,2023,1152,66821,66821
1400000US06037221110,6037221110,2023,1240,46234,46234
1400000US06037221120,6037221120,2023,827,47368,47368
1400000US06037221210,6037221210,2023,962,68388,68388
1400000US06037221220,6037221220,2023,1011,52431,52431
1400000US06037221302,6037221302,2023,1342,37285,37285
1400000US06037221303,6037221303,2023,783,52560,52560
1400000US06037221304,6037221304,2023,1219,54620,54620
1400000US06037221401,6037221401,2023,1431,54196,54196
1400000US06037221402,6037221402,2023,1032,52313,52313
1400000US06037221500,6037221500,2023,1288,41908,41908
1400000US06037221601,6037221601,2023,1044,58125,58125
1400000US06037221602,6037221602,2023,820,51821,51821
1400000US06037221710,6037221710,2023,1049,49848,49848
1400000US06037221810,6037221810,2023,1027,31815,31815
1400000US06037221820,6037221820,2023,1181,26236,26236
1400000US06037221900,6037221900,2023,1032,26421,26421
1400000US06037222001,6037222001,2023,1016,72269,72269
1400000US06037222002,6037222002,2023,1466,70127,70127
1400000US06037222100,6037222100,2023,1210,63458,63458
1400000US06037222200,6037222200,2023,1406,59907,59907
1400000US06037222500,6037222500,2023,1359,72316,72316
1400000US06037222600,6037222600,2023,1857,52054,52054
1400000US06037222700,6037222700,2023,213,51250,51250
1400000US06037224010,6037224010,2023,1847,37647,37647
1400000US06037224020,6037224020,2023,1022,30647,30647
1400000US06037224200,6037224200,2023,823,54032,54032
1400000US06037224310,6037224310,2023,609,62632,62632
1400000US06037224320,6037224320,2023,1158,35375,35375
1400000US06037224410,6037224410,2023,1240,33214,33214
1400000US06037224420,6037224420,2023,958,25725,25725
1400000US06037224600,6037224600,2023,833,51765,51765
1400000US06037224701,6037224701,2023,477,38098,38098
1400000US06037224702,6037224702,2023,1000,11270,11270
1400000US06037226001,6037226001,2023,609,34318,34318
1400000US06037226002,6037226002,2023,1405,51917,51917
1400000US06037226410,6037226410,2023,869,41563,41563
1400000US06037226420,6037226420,2023,1307,45840,45840
1400000US06037226701,6037226701,2023,614,51667,51667
1400000US06037226702,6037226702,2023,883,66732,66732
1400000US06037227010,6037227010,2023,1104,50410,50410
1400000US06037227020,6037227020,2023,798,70575,70575
1400000US06037228100,6037228100,2023,1227,49291,49291
1400000US06037228210,6037228210,2023,994,47500,47500
1400000US06037228220,6037228220,2023,1042,47269,47269
1400000US06037228310,6037228310,2023,1135,43676,43676
1400000US06037228320,6037228320,2023,761,54375,54375
1400000US06037228410,6037228410,2023,739,49153,49153
1400000US06037228420,6037228420,2023,688,78750,78750
1400000US06037228500,6037228500,2023,1238,43194,43194
1400000US06037228600,6037228600,2023,1173,52083,52083
1400000US06037228710,6037228710,2023,1053,69333,69333
1400000US06037228720,6037228720,2023,1139,58680,58680
1400000US06037228800,6037228800,2023,1311,56282,56282
1400000US06037228900,6037228900,2023,916,36923,36923
1400000US06037229100,6037229100,2023,1141,58906,58906
1400000US06037229200,6037229200,2023,1229,48140,48140
1400000US06037229300,6037229300,2023,1389,57013,57013
1400000US06037229410,6037229410,2023,923,62907,62907
1400000US06037229420,6037229420,2023,1038,61528,61528
1400000US06037231100,6037231100,2023,720,46806,46806
1400000US06037231210,6037231210,2023,1304,45560,45560
1400000US06037231220,6037231220,2023,1439,35319,35319
1400000US06037231301,6037231301,2023,847,54464,54464
1400000US06037231302,6037231302,2023,881,59003,59003
1400000US06037231400,6037231400,2023,1572,54872,54872
1400000US06037231500,6037231500,2023,1537,90375,90375
1400000US06037231601,6037231601,2023,795,78777,78777
1400000US06037231602,6037231602,2023,662,75588,75588
1400000US06037231603,6037231603,2023,836,64423,64423
1400000US06037231710,6037231710,2023,1286,43750,43750
1400000US06037231720,6037231720,2023,1634,47589,47589
1400000US06037231800,6037231800,2023,1425,56623,56623
1400000US06037231901,6037231901,2023,800,88702,88702
1400000US06037231902,6037231902,2023,804,34279,34279
1400000US06037232110,6037232110,2023,883,56989,56989
1400000US06037232120,6037232120,2023,1545,57226,57226
1400000US06037232200,6037232200,2023,898,72742,72742
1400000US06037232300,6037232300,2023,1234,80644,80644
1400000US06037232401,6037232401,2023,1135,65125,65125
1400000US06037232402,6037232402,2023,1041,53821,53821
1400000US06037232500,6037232500,2023,1491,71045,71045
1400000US06037232601,6037232601,2023,584,60962,60962
1400000US06037232602,6037232602,2023,1359,71799,71799
1400000US06037232701,6037232701,2023,565,78438,78438
1400000US06037232702,6037232702,2023,1082,70263,70263
1400000US06037232800,6037232800,2023,970,55625,55625
1400000US06037234001,6037234001,2023,1073,84271,84271
1400000US06037234002,6037234002,2023,1081,70299,70299
1400000US06037234200,6037234200,2023,1189,84194,84194
1400000US06037234301,6037234301,2023,1066,37255,37255
