OBJECTID,COUNTYFP20,TRACTCE20,GEOID20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Pop23,HH23,LandSqMile,PopDensity,Flag_MHI_P,Source,Comments,Date_Record_Last_Edited,Record_Last_Edited_By,Date_Data_Refers_To,MHI23,ShapeSTArea,ShapeSTLength
5050,81,600200,6081600200,1137963,0,37.7044761,-122.4157978,4155,1094,0.4394,9456,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,122917,1821045.944,6949.357644
5051,19,3701,6019003701,1121536,0,36.7686654,-119.8255712,3160,1128,0.433,7298,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,54167,1751121.909,5795.820062
5052,19,1301,6019001301,1959392,0,36.7322589,-119.7499923,5416,1522,0.7565,7159,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,37024,3056435.109,8082.072623
5053,37,480803,6037480803,1091613,0,34.0909207,-118.1536066,3027,1134,0.4215,7181,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,102619,1595666.142,5260.830432
5054,37,503201,6037503201,1344850,0,33.9324918,-118.0266537,3878,1034,0.5192,7469,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,101750,1958574.481,5568.862029
5055,37,503202,6037503202,1140900,0,33.9393795,-118.0348881,4217,1270,0.4405,9573,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,93482,1661815.225,5864.955985
5056,19,2702,6019002702,1307965,0,36.7395305,-119.7453942,4744,1377,0.505,9394,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,47044,2040662.259,6056.249542
5057,7,2100,6007002100,9227933,9678,39.7551658,-121.638031,1346,565,3.5629,378,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,72733,15650879.47,27713.6992
5058,37,501400,6037501400,1061249,0,33.9819854,-118.0473796,3443,1110,0.4098,8402,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,89500,1547337.508,5578.438403
5059,37,501503,6037501503,804801,0,33.9861018,-118.0364753,5418,1920,0.3107,17438,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,83831,1173538.957,4616.343982
5060,37,501504,6037501504,745545,0,33.9792515,-118.0369951,3317,1420,0.2879,11521,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,50685,1086953.697,4588.232181
5061,37,501802,6037501802,775417,0,33.9679116,-118.0292523,3219,1230,0.2994,10752,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,91742,1130208.266,5154.638492
5062,73,2502,6073002502,1893276,0,32.7281529,-117.1080467,6932,2349,0.731,9483,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,94092,2682775.508,8224.871864
5063,73,17052,6073017052,2197847,0,33.0009657,-117.0749912,4921,2086,0.8486,5799,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,126588,3133392.604,8361.965913
5064,73,17055,6073017055,2060658,0,32.9794748,-117.072852,5037,1886,0.7956,6331,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,159434,2936390.198,7912.068868
5065,73,17056,6073017056,2783400,0,32.9800515,-117.0829692,4321,1794,1.0747,4021,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,111167,3966333.095,11720.65737
5066,7,2500,6007002500,129336256,13061002,39.5832346,-121.5365873,5414,1589,49.937,108,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,49242,240084857.6,68910.29398
5067,7,603,6007000603,1107953,0,39.7368926,-121.8495873,3653,1096,0.4278,8539,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,38415,1875940.449,6207.678199
5068,7,3300,6007003300,308506825,1516872,39.3923244,-121.5065211,4388,1590,119.1152,37,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,76200,519719171.7,161550.0254
5069,7,1900,6007001900,8762620,3065,39.7842336,-121.5757487,1095,543,3.3833,324,Data Not Available,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,0,14862515.15,21914.56613
5070,7,1400,6007001400,317313593,7383332,39.7859933,-121.9334056,6577,2384,122.5155,54,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,143558,550469328.6,156174.8366
5071,75,30900,6075030900,1881363,0,37.7282698,-122.4683645,6425,2310,0.7264,8845,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,204375,3012620.797,9031.953718
5072,75,31100,6075031100,1071960,0,37.7296129,-122.4462246,6276,2387,0.4139,15163,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,197432,1716581.07,6935.969668
5073,75,31000,6075031000,818834,0,37.7286248,-122.4571615,4336,1540,0.3162,13713,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,196389,1311208.04,5305.558383
5074,75,32700,6075032700,844707,0,37.7601691,-122.4911696,6729,2414,0.3261,20635,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,158889,1353787.563,4695.247208
5075,73,20213,6073020213,336346,0,33.1313346,-117.0781738,3962,1240,0.1299,30500,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,53333,480925.9144,3622.64547
5076,73,20214,6073020214,1751493,0,33.1270113,-117.0844242,4855,1946,0.6763,7179,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,32194,2504136.099,6398.006452
5077,73,202,6073000202,1305997,0,32.7453947,-117.1751539,4019,2253,0.5042,7971,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,121264,1851317.004,6622.403067
5078,73,2712,6073002712,2194507,0,32.7297628,-117.0732171,5566,1759,0.8473,6569,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,54083,3109737.925,10088.79046
5079,73,3305,6073003305,1295184,0,32.6978493,-117.0900849,6521,1666,0.5001,13039,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,56842,1834042.406,6132.396904
5080,37,480804,6037480804,838408,0,34.0957577,-118.1472584,4675,1835,0.3237,14442,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,87530,1225674.203,5536.414538
5081,37,480903,6037480903,803827,0,34.0736606,-118.139349,2873,1096,0.3104,9256,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,86667,1174516.272,4349.643802
5082,37,481002,6037481002,934855,0,34.0951891,-118.1189727,5748,2067,0.3609,15927,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,84098,1366660.993,5175.458577
5083,37,481101,6037481101,889216,0,34.0991227,-118.106972,4275,1456,0.3433,12453,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,98047,1300058.538,5026.682929
5084,37,481102,6037481102,615716,0,34.0998357,-118.094455,3603,1266,0.2377,15158,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,81442,900213.3397,4359.978822
5085,37,481103,6037481103,1413607,0,34.093458,-118.0983355,5315,1876,0.5458,9738,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,76930,2066459.829,6254.449232
5086,37,481201,6037481201,1032505,0,34.0976137,-118.0712086,4000,1224,0.3987,10033,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,91042,1509498.316,6083.922403
5087,37,481300,6037481300,896760,0,34.0762772,-118.0825326,3072,834,0.3462,8873,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,75549,1310386.607,5197.574174
5088,75,33100,6075033100,892075,0,37.7322046,-122.4871887,3866,1413,0.3444,11225,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,161193,1428625.667,6401.832466
5089,75,33201,6075033201,933928,0,37.7263801,-122.4798147,3535,595,0.3606,9803,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,68250,1495416.245,5102.310482
5090,75,35201,6075035201,939755,630051,37.7566323,-122.5104356,5136,1867,0.3628,14157,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,112413,2515542.404,7201.380433
5091,75,35300,6075035300,1122296,0,37.7425282,-122.4978589,6922,2551,0.4333,15975,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,163657,1797803.199,6333.631906
5092,75,35400,6075035400,1030801,557642,37.7421123,-122.5072288,7154,2444,0.398,17975,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,142540,2544501.946,6577.430389
5093,75,40100,6075040100,419128,0,37.7851587,-122.461815,4277,1677,0.1618,26434,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,143674,672167.5799,3453.919317
5094,75,40200,6075040200,531470,0,37.7843303,-122.4683869,4903,2326,0.2052,23894,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,175978,852315.0769,3731.255962
5095,75,42700,6075042700,409396,0,37.7822707,-122.4881761,5365,2594,0.1581,33934,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,119276,656511.67,3724.787928
5096,75,42800,6075042800,566490,318183,37.7880433,-122.4885865,2419,922,0.2187,11061,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,246635,1418867.401,8383.899488
5097,75,47600,6075047600,531173,0,37.7767733,-122.475544,5208,2220,0.2051,25392,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,162289,851671.6219,3733.181388
5098,37,601900,6037601900,696655,0,33.9415861,-118.3395043,4452,1321,0.269,16550,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,65215,1014788.982,4059.435285
5099,37,534501,6037534501,669286,0,33.9677241,-118.2076372,5441,1330,0.2584,21057,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,62083,975516.0406,4068.197606
5100,37,232120,6037232120,521876,0,33.9996748,-118.2839315,4935,1465,0.2015,24491,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,57226,761223.1167,3583.547907
5101,19,2000,6019002000,5502793,0,36.7572835,-119.8328811,6220,2062,2.1246,2928,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,41010,8589299.293,14024.73821
5102,19,2100,6019002100,1826004,0,36.7590503,-119.8157425,6080,2061,0.705,8624,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,63856,2850346.105,7535.018046
5103,37,502100,6037502100,1936985,0,33.9726646,-118.0522272,5339,1808,0.7479,7139,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,88021,2823562.966,7899.027979
5104,37,502200,6037502200,1737123,0,33.9767969,-118.0718786,7093,1897,0.6707,10576,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,112851,2532467.387,6767.185169
5105,37,502401,6037502401,945481,0,33.9763939,-118.0968706,5074,1355,0.3651,13898,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,84511,1378359.904,4880.428767
5106,37,502402,6037502402,806529,99583,33.9737097,-118.0905791,3470,989,0.3114,11143,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,91856,1320860.958,4773.591152
5107,37,481604,6037481604,623010,0,34.0832452,-118.1260625,4183,1429,0.2405,17393,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,79609,910521.8418,4091.703702
5108,37,481712,6037481712,736600,0,34.0663894,-118.1118998,5182,1740,0.2844,18221,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,44688,1076102.264,4660.550287
5109,37,481713,6037481713,466197,0,34.0679641,-118.1291575,2727,972,0.18,15150,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,60600,681095.7761,3818.699143
5110,37,481714,6037481714,455081,0,34.064306,-118.1290008,2595,991,0.1757,14769,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,42713,664798.4151,3811.753458
5111,37,481800,6037481800,822038,0,34.0653167,-118.1407538,2282,836,0.3174,7190,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,126875,1200888.479,4792.927952
5112,37,481901,6037481901,1833961,0,34.0710196,-118.155045,5562,1982,0.7081,7855,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,119110,2679536.293,7267.649369
5113,19,4506,6019004506,2575318,0,36.815613,-119.8083939,3516,1415,0.9943,3536,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,109659,4025878.559,8023.926956
5114,19,4601,6019004601,1816550,0,36.8031546,-119.8253921,3002,1345,0.7014,4280,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,79315,2838827.969,8164.815062
5115,19,4602,6019004602,2577355,0,36.8011471,-119.8084855,2599,886,0.9951,2612,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,123654,4027558.217,8019.590675
5116,19,4704,6019004704,1258540,0,36.7829437,-119.8352486,4563,1575,0.4859,9391,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,34540,1965758.752,5818.414622
5117,75,17700,6075017700,904078,0,37.768044,-122.4124918,2360,1174,0.3491,6760,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,178125,1449226.178,6024.743856
5118,75,23400,6075023400,858134,0,37.7215886,-122.3900583,3811,1169,0.3313,11503,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,80788,1373878.127,4881.729723
5119,75,25100,6075025100,552278,0,37.7439404,-122.4076933,3342,1306,0.2132,15675,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,139600,884741.485,4848.349309
5120,75,47701,6075047701,364728,0,37.7782559,-122.4840627,4742,2008,0.1408,33679,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,116750,584820.9454,3238.363479
5121,75,60100,6075060100,6102011,20352676,37.807347,-122.4749184,3808,1338,2.356,1616,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,236190,42455237.19,32358.84289
5122,19,3001,6019003001,2619516,0,36.7577834,-119.7092921,3300,937,1.0114,3263,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,62974,4088844.634,8155.788627
5123,19,3102,6019003102,2262702,0,36.8048592,-119.7159641,7854,2729,0.8736,8990,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,54966,3536201.59,9335.34767
5124,79,10707,6079010707,14046225,8309395,35.3320895,-120.8635035,6345,2785,5.4233,1170,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,117791,33656541.6,33636.92956
5125,79,10403,6079010403,13280851,3943258,35.5323359,-121.0767032,4065,1926,5.1278,793,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,96136,26068711.92,28394.69486
5126,85,503710,6085503710,601268,0,37.3547002,-121.8469654,3358,1027,0.2322,14462,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,58956,953283.4867,4819.662759
5127,85,503711,6085503711,965822,0,37.3498677,-121.8443656,4423,995,0.3729,11861,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,108565,1531075.704,5071.778347
5128,75,47902,6075047902,410921,0,37.7792384,-122.5041008,3327,1517,0.1587,20964,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,126058,658899.9567,3590.389523
5129,73,16607,6073016607,3970736,130472,32.8524426,-116.9613512,7054,2423,1.5331,4601,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,141229,5827678.676,10437.76063
5130,79,12505,6079012505,8151478,0,35.5125257,-120.6841095,4661,1893,3.1473,1481,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,95993,12329703.74,24834.66875
5131,19,5410,6019005410,1298731,0,36.8157747,-119.7767968,2978,1084,0.5014,5939,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,56722,2030256.548,6043.283188
5132,79,10603,6079010603,10698598,780130,35.3722416,-120.8299539,1469,626,4.1308,356,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,86250,17303218.56,25381.4427
5133,79,11704,6079011704,3366565,1740404,35.154625,-120.6699854,3297,1810,1.2998,2537,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,106802,7657092.572,27062.25664
5134,19,5906,6019005906,71011154,0,36.7700893,-119.51559,1897,678,27.4176,69,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,113281,110877950.5,64078.33457
5135,79,11001,6079011001,8696822,0,35.2739658,-120.6236209,4811,2093,3.3579,1433,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,113456,13077675.4,20495.85887
5136,79,990000,6079990000,0,703562867,35.1806355,-120.8332798,0,0,0,0,Data Not Available,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,0,1060957255,353519.8136
5137,19,6201,6019006201,7727989,98868,36.6847537,-119.5374742,2821,738,2.9838,945,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,50139,12195046.08,15457.23977
5138,37,481500,6037481500,2188073,0,34.0821843,-118.1127589,4336,1543,0.8448,5133,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,78479,3197749.37,9072.661458
5139,19,5000,6019005000,2576685,13838,36.7982985,-119.7885932,4164,1501,0.9949,4185,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,74201,4048156.479,8061.77012
5140,19,5100,6019005100,2587728,0,36.786884,-119.7814652,6866,2258,0.9991,6872,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,44137,4042269.263,8070.344965
5141,85,503332,6085503332,7884338,0,37.2815687,-121.7383528,5641,2839,3.0442,1853,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,139696,12476199.8,16380.01993
5142,85,503330,6085503330,17776645,0,37.3090268,-121.7397956,6885,1990,6.8636,1003,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,28150097.33,27709.61218
5143,85,504423,6085504423,556890,0,37.4335965,-121.8706784,2150,571,0.215,10000,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,183920,884768.804,4020.949935
5144,85,511707,6085511707,112950381,372433,37.2923684,-122.1192678,3250,1220,43.6104,75,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,221923,179402380.1,109235.0117
5145,85,511704,6085511704,15393823,0,37.3610552,-122.1406585,4344,1622,5.9436,731,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,24410355.56,31534.14342
5146,85,511609,6085511609,1537877,0,37.4385457,-122.1744126,3356,1633,0.5938,5652,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,144575,2443651.358,12130.79776
5147,85,512510,6085512510,23158850,0,36.9775587,-121.5863518,7035,2442,8.9417,787,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,109902,36355887.29,32272.16859
5148,85,512509,6085512509,4848125,0,36.9879101,-121.5714927,7731,1922,1.8719,4130,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,158173,7612871.392,12981.6627
5149,85,512310,6085512310,3971870,0,37.1170325,-121.6337601,5549,1776,1.5335,3619,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,98263,6257992.066,14956.03097
5150,85,503331,6085503331,1365613,0,37.2948911,-121.7588008,3553,1353,0.5273,6738,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,133068,2161706.945,7518.339777
5151,85,510600,6085510600,2071916,0,37.4087715,-122.1302626,6458,2277,0.8,8072,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,160972,3289642.722,8266.723337
5152,85,511705,6085511705,12543868,0,37.4057029,-122.161914,2086,643,4.8432,431,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,19914617.15,25049.29809
5153,85,513000,6085513000,2759139,0,37.4288643,-122.1617975,11383,2644,1.0653,10685,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,52386,4383086.849,9642.307852
5154,89,10804,6089010804,8192601,84028,40.6060584,-122.3229434,2194,769,3.1632,694,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,82621,14374835.5,20268.72834
5155,89,11002,6089011002,10608149,47154,40.5381907,-122.397661,4928,1881,4.0958,1203,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,65152,18465806.45,32656.17785
5156,89,11703,6089011703,9586718,2116,40.6917622,-122.3703442,2898,1213,3.7015,783,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,56417,16696370.56,20691.29996
5157,89,12604,6089012604,720447871,1663062,40.5789707,-121.8493587,2259,847,278.1665,8,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,76375,1253090748,232332.6732
5158,89,10601,6089010601,5268598,2597,40.5631564,-122.4129541,2481,929,2.0342,1220,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,113672,9142741.901,16813.37022
5159,89,10602,6089010602,6938601,304374,40.5830946,-122.4209446,5468,2297,2.679,2041,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,84426,12570180.65,19722.58256
5160,89,10805,6089010805,9149700,45744,40.5793577,-122.3138239,5358,1991,3.5327,1517,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,98625,15957351.7,20207.4151
5161,89,11403,6089011403,8130260,11405,40.5547633,-122.3147793,3258,1163,3.1391,1038,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,75809,14116700.69,17422.1846
5162,29,6301,6029006301,15829037,0,35.2236273,-118.83337,3602,975,6.1116,589,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,44087,23773304.77,19932.42209
5163,29,4302,6029004302,3895809,0,35.5905564,-119.4114424,4081,0,1.5042,2713,Data Not Available,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,0,5904095.56,9945.153077
5164,37,481902,6037481902,886368,1730,34.0661164,-118.1501366,3319,1110,0.3422,9699,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,83963,1297397.625,6538.229904
5165,37,482001,6037482001,2920360,24958,34.0529634,-118.1585861,2647,923,1.1276,2347,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,126083,4301711.59,9445.456522
5166,37,576601,6037576601,488000,3566,33.7665662,-118.1799258,4193,2509,0.1884,22256,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,69195,713131.5935,4268.018085
5167,37,294830,6037294830,885881,0,33.7729434,-118.267011,3927,996,0.342,11482,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,64063,1285385.278,5025.824631
5168,37,106603,6037106603,10318680,2478,34.3121073,-118.5243083,3681,1216,3.9841,924,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,142500,15165717.03,17896.8227
5169,37,482101,6037482101,1152249,0,34.0587488,-118.1353858,4525,1543,0.4449,10171,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,85905,1683023.612,6208.743724
5170,37,482102,6037482102,1098019,0,34.050659,-118.1328703,3295,1115,0.4239,7773,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,107664,1603512.773,5571.231128
5171,19,1800,6019001800,57100700,27727,36.6523126,-119.8133073,4279,1239,22.0467,194,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,81339,88938104.16,43164.68356
5172,37,502500,6037502500,3707186,108070,33.9740171,-118.1046758,4255,1122,1.4314,2973,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,91563,5562157.071,10439.90821
5173,37,502602,6037502602,1263481,0,33.9650177,-118.1032467,4178,1303,0.4878,8565,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,77832,1841457.14,6066.16509
5174,111,5908,6111005908,1846110,0,34.179195,-118.9225558,2782,1009,0.7128,3903,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,149205,2704132.719,7552.534868
5175,111,5909,6111005909,1336337,0,34.1808243,-118.9022654,3997,1434,0.516,7746,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,122500,1957502.488,5909.293562
5176,111,6000,6111006000,3322074,0,34.186395,-118.9441085,4879,1454,1.2827,3804,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,143700,4866903.718,10937.65074
5177,111,8002,6111008002,2508635,18822,34.2682522,-118.7273774,4666,1741,0.9686,4817,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,95399,3709939.439,12150.91644
5178,111,8004,6111008004,1620276,177575,34.262391,-118.7508193,5199,1585,0.6256,8310,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,97866,2638571.361,7837.298729
5179,37,134424,6037134424,3710990,0,34.2135692,-118.656561,2835,1049,1.4328,1979,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,153946,5440148.489,10094.02294
5180,111,8101,6111008101,1397685,21131,34.2773333,-118.7382322,3293,1080,0.5396,6103,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,128571,2083046.386,5752.557603
5181,111,8201,6111008201,2628370,24798,34.2762804,-118.7043688,5739,1658,1.0148,5655,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,127935,3895236.356,8550.388538
5182,111,8202,6111008202,1352664,7930,34.2774227,-118.7257876,3747,1337,0.5223,7174,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,102014,1997563.521,5685.517906
5183,37,500500,6037500500,645194,23163,34.015387,-118.0846905,2820,864,0.2491,11321,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,70585,975233.5936,4350.460817
5184,37,500700,6037500700,2595407,652906,34.0000986,-118.0983071,6413,1766,1.0021,6400,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,90761,4737558.911,9517.579365
5185,37,500402,6037500402,1335853,0,34.0036015,-118.0763818,4660,1249,0.5158,9035,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,66940,1948696.974,5658.889338
5186,37,500800,6037500800,1825349,124267,33.9847965,-118.0855627,4717,1262,0.7048,6693,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,114310,2842732.369,7010.07247
5187,37,500900,6037500900,1473010,115356,33.9931522,-118.079233,5256,1790,0.5687,9242,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,54531,2316483.903,6308.882896
5188,85,512053,6085512053,1092624,0,37.2436327,-121.853464,4996,1640,0.4219,11842,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,116667,1727244.25,6507.909367
5189,19,5202,6019005202,2775502,196924,36.7923198,-119.7356023,3986,1253,1.0716,3720,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,30964,4643254.519,9074.203268
5190,19,2200,6019002200,1322709,0,36.7585393,-119.8037024,3618,1541,0.5107,7084,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,57163,2064686.357,6475.06953
